,artist,title,label,lyrics
2540,Gibson  Debbie,Shake Your Love,happy,"6 ContributorsShake Your Love Lyrics[Chorus:]
Shake your love
I just can't shake your love
Shake your love
I just can't shake your love

Shake your love
I just can't shake...
Shake your love
I just can't shake your love

[Verse 1:]
I'm under a spell again
Boy, I'm wondering why
This is not a game of love
But an emotional tie

I'm trying to figure out my heart (heart...)
But I can't offer you proof
Of why we should never be apart

And that is the
(That is the)
That is the truth
Oh...
You might also like[Repeat Chorus:]

[Verse 2:]
Do you know why I stop and stare
And smile when you walk by
And how I call you up at night
I hang up the phone and I cry

If I never got to know you so well
(I knew you well)
Maybe I would be fine

Baby, you know that I can't tell
Why you should be
(You should be)
You should be mine, oh

[Repeat Chorus:]

[Bridge:]
Ooh
I know what you're thinking
I see it in your eyes

You want to give
Our love another try
I'm so glad you realize
I can't...
[Repeat Chorus:]

[Rap:]
Shake it
Your love
Can't shake
Just can't shake your love

[Repeat Chorus x3:]Embed
[Chorus:]
Shake your love
I just can't shake your love
Shake your love
I just can't shake your love

Shake your love
I just can't shake...
Shake your love
I just can't shake your love

[Verse 1:]
I'm under a spell again
Boy, I'm wondering why
This is not a game of love
But an emotional tie

I'm trying to figure out my heart (heart...)
But I can't offer you proof
Of why we should never be apart

And that is the
(That is the)
That is the truth
Oh...

[Repeat Chorus:]

[Verse 2:]
Do you know why I stop and stare
And smile when you walk by
And how I call you up at night
I hang up the phone and I cry

If I never got to know you so well
(I knew you well)
Maybe I would be fine

Baby, you know that I can't tell
Why you should be
(You should be)
You should be mine, oh

[Repeat Chorus:]

[Bridge:]
Ooh
I know what you're thinking
I see it in your eyes

You want to give
Our love another try
I'm so glad you realize
I can't...

[Repeat Chorus:]

[Rap:]
Shake it
Your love
Can't shake
Just can't shake your love

[Repeat Chorus x3:]"
2541,KT Tunstall,Paper Aeroplane (Live From 'Drastic Fantastic' Tour),sad,"Well this stone that I have swallowed 
Isn't going down so well 
And this road that I have followed 
Is leading me to hell 
  
And you said it didn't matter 

But I think you're a liar 

Is this one of your talents 

That stokes the very 



Fire that burns you 

Each time you try to live

The earth will turn below you 

The pressure is building 

And something has to give 

  

And when I build you a steeple 

You say it's incomplete 

Cos you need the whole cathedral 

To satisfy your need 

  

You're like a paper aeroplane 

That never seems to land 

Flying blind through anything 

Straight into the 



Hand that chokes you 

Each time you try to live 

The earth will turn below you 

The pressure is building 

And something has to give 

  

Something has to give"
2542,PJ Harvey,This Mess We're In,relaxed,"( Thom Yorke )
Can you hear them
The helicopters
I'm in New York
No need for words now
We sit in silence

You look me

In the eye directly

You met me

I think it's wednesday

The evening

The mess we're in

And ooooh...



( PJ Harvey )

The city sunset over me

The city sunset over me



( Thom Yorke )

Night and day

I dream of

Making love

To you now baby

Love making

On screen

Impossible dream

And I have seen

The sunrise over the river

The freeway

Reminding of

This mess we're in

And ooooh...



( PJ Harvey )

The city sunset over me

The city sunset over me



( PJ Harvey )

The city sunset over me

The city sunset over me



( PJ talking / Thom singing...together )

What were you wanting / What was he wanted

I just wanna say

Don't ever change now baby

I'd thank you

I don't think we will meet again

And you must leave now

Before the sun rises

Above the skycrapers

And the city landscape comes into view

Swell on my skin

Oh

This mess we're in

Ooooh...



( PJ Harvey )

The city sunset over me

The city sunset over me

The city sunset over me

The city sunset over me"
2543,Johnny Cash,Were You There (When They Crucified My Lord),sad,"Were you there when they crucified my Lord?Were you there when they crucified my Lord? Were you there when they crucified my Lord?Chorus:(Oooh sometimes it causes me to tremble) tremble. Were you there when they crucified my Lord?(1. Version)Were you there when they nailed him to the cross?Were you there when they nailed him to the cross?Chorus:(Oooh sometimes it causes me to tremble) tremble.Were you there when they nailed him to the cross?(2. Version)Were you there when they took him from the cross? Were you there when they took him from the cross?Chorus: (Oooh sometimes it causes me to tremble) tremble. Were you there when they took him from the cross? [ ac.guitar ]Chorus:(Were you there when they laid him in the tomb? Were you there when they laid him in the tomb? Oooh sometimes it causes me to tremble) tremble.Were you there when they laid him in the tomb?Well were you there when the stone was rolled away? Were you there when the stone was rolled away?(Oooh sometimes it causes me to tremble) tremble.Were you there when the stone was rolled away?"
2544,Bryan Ferry,This Love,happy,"This love
This love is a strange love
In that it can lift a love
This love
This love
I think I'm gonna fall again

And even when you held my hand

Intending me to face, love

This love

Now rehearsed we stay, love

Doesn't know it is love

This love

This love

Doesn't have to feel love

Doesn't care to be love

It doesn't mean a thing

This love

This love loves love

It's a strange love, strange love

This love

This love

This love is a strange love, strange love

I'm gonna fall again love

Doesn't mean a thing

Think I'm gonna fall again

This Love"
2545,Michael Jackson,Happy,happy,"Sadness had been close as my next of kin
Then Happy came one day, chased my blues away
My life began when Happy smiled
Sweet, like candy to a child
Stay here and love me just a while
Let sadness see what Happy does

Let Happy be where Sadness was



Happy, that's you

You made my life brand new

Lost as a little lam was I till you came in

My life began when Happy smiled

Sweet, like candy to a child

Stay here and love me just a while

Let sadness see what Happy does

Let Happy be where Sadness was

(Till now) 



Where have I been? 

What lifetime was I in? 

Suspended between time and space

Lonely until Happy came smiling up at me

Sadness had no choice but to flee

I said a prayer so silently

Let Sadness see what Happy does

Let Happy be where Sadness was till now"
2546,Marvin Gaye,Joy,happy,"Oh
Hey, hey, hey
There is a joy in a sweet word that's been spoken
And the joy in a dream that's come true
There's a joy that I get when I'm watching you baby, hey
And the joy that I get watching the skies of blue

And then there's a joy,

Oh my darling, of a crying baby

And the joy of a child that's born to you

Then there's a joy of a beautiful lady and the joy of the morning dew

It's something like the joy of loving you baby

Joy of dancin' too

It's something like the joy of lovin' you baby, yeah

Joy of being with you

Oh my darling, I'll overcome the darkest nights

Just to see your love's allright

I've got a love to give

You know I love to live

There's something 'bout the joy of lovin' you baby [Repeat]

Joy, Joy..."
2547,Killswitch Engage,Unbroken,angry,"Go!
Forever falling, Into oblivion
The darkness crawls forward
It engulfs, my will to live
Fear is failure
And this is my motivation



Take back what was stolen

Reclaim all that's lost

With virtue, I will rise up from the ruins



C'mon!

Through adversity, there is redemption

With passion, fighting

I am unbroken

Through adversity, there is redemption

With passion, fighting

I am, unbroken!!



Take back what was stolen

Embrace the cycle

Refuse to turn back now and be led astray

Fear is failure

And this is my affirmation



Through adversity, there is redemption

With passion, fighting

I am unbroken

Through adversity, there is redemption

With passion, fighting

Unbroken!!



The absence of fear, is the renewal of ourself

The absence of doubt, breeds desire

If there is truth to face

I will design it

I will not be denied!"
2548,The Everly Brothers,So Lonely,sad,"2 ContributorsSo Lonely LyricsEvery time I see you walking down the street with my girl
I get a funny feeling when I see you out with my girl
I get so lonely
I get so lonely without you
I get lonely for you

See you everyday and now I realize you're not mine
I know I just can't think of anything to do with my time
'Cause I'm so lonely
I get so lonely without you

Waiting (Waiting, yes I'm waiting)
Oh how I'm waiting (Waiting, yes I'm waiting)
Waiting (Waiting, yes I'm waiting)
For your loving
To keep me satisfied forever
To keep me satisfied forever

If you get tired of lovin' him come right on back to my arms
And then we'll start anew and know that we never will part
'Cause I'm so lonely
I get so lonely without you
I get lonely for youYou might also likeEmbed
Every time I see you walking down the street with my girl
I get a funny feeling when I see you out with my girl
I get so lonely
I get so lonely without you
I get lonely for you

See you everyday and now I realize you're not mine
I know I just can't think of anything to do with my time
'Cause I'm so lonely
I get so lonely without you

Waiting (Waiting, yes I'm waiting)
Oh how I'm waiting (Waiting, yes I'm waiting)
Waiting (Waiting, yes I'm waiting)
For your loving
To keep me satisfied forever
To keep me satisfied forever

If you get tired of lovin' him come right on back to my arms
And then we'll start anew and know that we never will part
'Cause I'm so lonely
I get so lonely without you
I get lonely for you"
2549,Clannad,Now Is Here,relaxed,"With the sunlight through
Departed into darkness
I need someone too
A fantasy and you
Now is here

Here is now

Nah-na-na-nah-nah

You inspire 

Me somehow

Nah-na-na-nah-nah



With the words like air

A destiny we shared

Is a dream come true

A fantasy and you



Now is here

Here is now

Nah-na-na-nah-nah

You inspire 

Me somehow

Nah-na-na-nah-nah"
2550,Eastmountainsouth,Mark's Song,relaxed,"1 ContributorMark’s Song LyricsMay your soul be blessed
May your body rest
On the mountain where you were born
May your spirit soar
Where there's joy ever more
May you find your way in peace

And there's no more harm
In your savior's arms
See you fly away in the sky
Did you hear the call of angels one and all
May you find your way peace

May you know you're loved
May you shine above on the mountain where you were born
May your spirit soar
There's no pain anymore
May you find your way in peace

And there's no more harm
In your savior's arms
See you fly away in the sky
Did you hear the call of angels one and all

May you find your way in peace
May you find your way in peace
May you find your way in peaceYou might also likeEmbed
May your soul be blessed
May your body rest
On the mountain where you were born
May your spirit soar
Where there's joy ever more
May you find your way in peace

And there's no more harm
In your savior's arms
See you fly away in the sky
Did you hear the call of angels one and all
May you find your way peace

May you know you're loved
May you shine above on the mountain where you were born
May your spirit soar
There's no pain anymore
May you find your way in peace

And there's no more harm
In your savior's arms
See you fly away in the sky
Did you hear the call of angels one and all

May you find your way in peace
May you find your way in peace
May you find your way in peace"
